Cargo,Military,Carrier,Cruise,Tankers
0.0055648973,0.0011916475,0.0013960226,0.9901184,0.0017290718
0.002328251,0.005874751,0.00093016995,0.99003613,0.0008306977
0.0145923905,0.027036585,0.001831603,0.9553429,0.0011965671
0.0006088759,0.9985342,0.00015103757,0.00010259575,0.00060332904
0.031385157,0.22560063,0.0029628598,0.73976994,0.00028144615
0.0054171183,0.0018609153,0.0015527229,0.98930985,0.0018593993
0.0058690635,0.0028929948,0.0013657066,0.98760843,0.002263844
0.006548927,0.9870347,0.0026227236,0.0005608348,0.0032329382
0.0028190338,0.9944308,0.000640271,0.0013192898,0.00079066586
0.059227977,0.008411859,9.1457565e-05,0.9250487,0.0072199656
0.0061558913,0.002322981,0.0015337373,0.9871402,0.0028473132
0.0040124482,0.00054266956,0.0059536854,0.9860545,0.0034367717
0.0016826921,0.0027314066,0.0037146518,0.9906471,0.0012242803
0.20743309,0.03875696,0.0019732185,0.7508839,0.0009529197
0.003987756,0.98610175,0.0034513357,0.002604839,0.00385444
0.008741433,0.9852319,0.0021167577,0.0004131868,0.0034967638
0.009503834,0.004981049,0.0021656426,0.98304427,0.00030524688
0.0048351553,0.98571205,0.0025009552,0.0022089765,0.004742858
0.0037597343,0.9908791,0.0013929098,0.00043189872,0.0035363396
0.0044846707,0.0037767757,0.0004992839,0.9904456,0.0007937334
0.006915626,0.98796415,0.0011574421,0.0013756666,0.0025871927
0.0023859867,0.005618186,0.002485157,0.98817325,0.0013374627
0.0015943691,0.99332404,0.0021041164,0.00043178874,0.002545713
0.0036510895,0.0009092329,0.0014493007,0.9878719,0.006118527
0.0008544398,0.0013809258,0.0015805546,0.9937109,0.0024733536
0.0022743037,0.0040616416,0.0021450368,0.9898178,0.001701263
0.011847226,0.004033806,0.008548195,0.9739013,0.0016695538
0.0005224783,0.0020630232,0.0019774712,0.99522996,0.00020706383
0.0028858245,0.0029607452,0.0030530547,0.988013,0.0030873353
0.0057305438,0.0030763145,0.0043168985,0.983943,0.0029332214
0.018656552,0.00069443195,0.002482748,0.97366816,0.0044981707
0.004864327,0.003120291,0.0037964166,0.98600686,0.0022121724
0.031708125,0.044450328,0.0047993194,0.8113121,0.10773022
0.0016728258,0.005823393,0.00062448997,0.99098706,0.00089231227
0.0023775538,0.0008427392,0.00019424138,0.99609673,0.0004887274
0.003044759,0.012225377,0.0008210494,0.9821409,0.0017679455
0.004884368,0.008579368,0.003323889,0.9776181,0.005594323
0.0042636003,0.0051641073,0.0012229416,0.9876194,0.0017300001
0.0053490386,0.00080791686,0.00069858215,0.9886161,0.004528355
0.0079829395,0.036288857,0.00054317154,0.9544741,0.0007109667
0.0034137557,0.03415569,0.000526511,0.9606522,0.0012518642
0.0057485364,0.0012611093,0.0009613711,0.99089456,0.0011344377
0.0041211704,0.0004479969,0.0015630726,0.99182916,0.002038627
0.0010191436,3.7688886e-05,0.0008311097,0.9976162,0.00049594167
0.006960543,0.98668814,0.0011481566,0.0027397478,0.0024633466
0.0009541082,0.9952289,0.0009429988,0.0015788814,0.0012951188
0.0039649457,0.00035167148,0.00018743414,0.99404424,0.001451732
0.0069093457,0.0044860113,0.007615516,0.97887945,0.002109693
0.0025186758,0.0028999303,0.0009472893,0.9914587,0.0021753458
0.001611992,0.00052777975,0.0017737125,0.9954766,0.000609959
0.0040392433,0.9904128,0.0010325569,0.0015106567,0.0030048436
0.004667196,0.87872463,0.11524378,0.00013517865,0.0012292804
0.010540158,0.0009812545,0.018388186,0.966818,0.0032724505
0.016387038,0.23546068,0.009969559,0.7132319,0.02495083
0.0050102137,0.032086868,0.0016756759,0.9592372,0.0019900857
0.014236269,0.008746319,0.00069208,0.97554636,0.00077892956
0.023033384,0.008028624,0.010379907,0.9489598,0.009598317
0.001646468,0.0021965732,0.0001811906,0.9956494,0.00032635435
0.012245884,0.964135,0.0015167216,0.015673757,0.00642867
0.0038439059,0.0019046338,0.00167043,0.99064016,0.0019408833
0.0046303836,0.0017336435,0.0013939098,0.99168956,0.00055253075
0.0059437635,0.0029748112,0.0029562362,0.9870709,0.0010542888
0.004046321,0.00018647035,0.004320225,0.9902433,0.0012036394
0.0013763678,0.0033360734,0.0016000118,0.9926158,0.0010717611
0.0068044392,0.0032874225,0.0013432396,0.9835745,0.004990426
0.0031823146,0.0004494668,0.000636138,0.98654413,0.009187942
0.002085862,0.0015976701,0.00061406766,0.9945346,0.0011678153
0.0015801917,0.99345404,0.0010110692,0.00015480892,0.003799965
0.0042652693,0.98523974,0.0021862197,0.00261478,0.005694009
0.0041249967,0.0035735092,0.0006329795,0.987469,0.004199523
0.0028769067,0.99470866,0.00056623016,8.319832e-05,0.0017649621
0.0027174582,0.99359226,0.001136055,0.0006115571,0.0019426667
0.017105734,0.0038289265,0.0027547937,0.97284853,0.0034620212
0.009634132,0.002133133,0.0021414557,0.9816381,0.0044532083
0.094309494,0.0012442793,0.0035733632,0.8194755,0.08139744
0.051404737,0.27930772,0.011879949,0.41438696,0.24302068
0.008837743,0.013417857,0.0026147417,0.9713595,0.0037702962
0.002655117,0.0026628631,0.0035828694,0.9901824,0.00091685134
0.0013156622,0.99633145,0.0006740822,0.0004261329,0.0012526498
0.0045378273,0.9831451,0.004021627,0.0004987047,0.0077967616
0.15926637,0.00029975694,0.00078694726,0.8392237,0.00042333576
0.008560441,0.98472345,0.0016889891,0.0016734817,0.0033536467
0.004300325,0.9935068,0.00048660545,0.0006091909,0.0010970666
0.003724922,0.00064121024,0.0018347038,0.9921683,0.0016308478
0.017267346,0.03816183,0.008513794,0.9198946,0.016162543
0.0018918057,0.0031748288,0.00026767404,0.9940294,0.0006363349
0.004755456,0.00721659,0.00068264746,0.98458624,0.0027590408
0.030120501,0.07536535,0.0014958642,0.84138656,0.051631752
0.009908468,0.00074299856,0.00128993,0.98757434,0.0004843697
0.006724674,0.003172601,0.0022262642,0.9862168,0.0016597194
0.006370304,0.0030070636,0.0014079204,0.98728746,0.0019272619
0.14095336,0.0030526137,0.002028478,0.8324138,0.021551788
0.001538845,0.0029388403,0.00033257355,0.9949055,0.00028442004
0.010664343,0.00015192719,0.00227858,0.98365456,0.0032506026
0.005300977,0.00015055659,0.0010056135,0.99078786,0.0027550515
0.041001827,0.0036214313,0.0012763803,0.93946725,0.01463317
0.013622778,0.007004857,0.0026663493,0.972523,0.00418314
0.01104634,0.010307868,0.0011585478,0.9503583,0.02712901
0.0041455226,0.0035069995,0.00040332376,0.98358256,0.008361627
0.00076350966,0.0007924354,0.00046079291,0.9972292,0.0007540803
0.009034209,0.010445158,0.0033902405,0.9683057,0.0088247135
0.0034169161,0.007458546,0.006397509,0.980366,0.002361015
0.0024849253,0.00066571543,0.005218595,0.9907193,0.0009114858
0.0027949957,0.00031729025,0.0005409555,0.99569607,0.00065068254
0.002404829,0.99269485,0.00087571377,0.002083553,0.0019410453
0.010199189,0.0021019895,0.008170985,0.9759408,0.0035870485
0.007227853,0.026562383,0.0009988336,0.9645307,0.0006802141
0.009656195,0.0007541948,0.0016678616,0.9848,0.0031218014
0.0026766814,0.013582083,0.0007015499,0.9802412,0.002798474
0.0061936215,0.0053549227,0.0012006108,0.9858736,0.001377214
0.00676397,0.0007575469,0.00043414265,0.98778296,0.0042613787
0.0040572304,0.0021974633,0.007740329,0.9726908,0.013314257
0.11188277,0.08842173,0.015701065,0.69614065,0.08785381
0.009616993,0.0042430237,0.002118496,0.980544,0.0034775632
0.01303692,0.007258849,0.0061558713,0.9673649,0.0061834482
0.07422275,0.42332354,0.0003062757,0.4947181,0.0074293525
0.0036656982,0.00063631154,0.00085947395,0.9885393,0.006299203
0.007749577,0.002975373,0.002214498,0.9839045,0.003156051
0.0022131253,0.01051922,0.0022828947,0.9841844,0.0008004566
0.021545887,0.1389948,0.002483061,0.8348392,0.0021370763
0.09913059,0.009852253,0.0020654085,0.8868794,0.0020723871
0.0039298744,0.015536147,0.010631388,0.9645016,0.0054010414
0.0023008077,0.0019642862,0.0023805224,0.99274904,0.0006053967
0.0028074537,0.5199845,0.00069377694,0.47612244,0.00039192432
0.042515915,0.013411014,0.004210323,0.93862927,0.0012335269
0.005110014,0.0005311729,0.0038317132,0.98905593,0.0014712446
0.008402465,0.0030990033,0.0018073281,0.9839707,0.0027205455
0.10111549,0.5844244,0.0058540776,0.17245558,0.13615051
0.0006725185,0.99815863,0.0003730929,7.625754e-05,0.00071942806
0.013987178,0.9662988,0.0015630997,0.0034092749,0.014741747
0.0017975231,0.001307504,0.00067301537,0.99561155,0.0006104301
0.003942599,0.0036731712,0.0042138994,0.9870878,0.0010825888
0.005757914,0.0010939069,0.00046736482,0.9920864,0.000594382
0.006143825,0.001611426,0.0029872698,0.9838977,0.005359801
0.00866246,0.010171616,0.0069812965,0.96708703,0.0070976415
0.009314483,9.5815834e-05,0.00051143044,0.98408264,0.0059956876
0.0038428614,0.005979909,0.0026784912,0.9853301,0.0021686847
0.007409601,0.0010915475,0.00082114036,0.98512316,0.005554588
0.002945825,0.00033288478,0.0003153864,0.99586374,0.00054214004
0.006499802,0.9857604,0.00074639264,0.0035059615,0.003487493
0.019992474,0.002507818,0.012763568,0.96099544,0.0037407884
0.0012431233,0.0009675627,0.0024496175,0.99515986,0.00017989252
0.005950694,0.0063934466,0.00605199,0.9778678,0.0037361078
0.6309626,0.010254586,0.0024103678,0.28560275,0.070769735
0.6962581,0.078400165,7.179286e-05,0.040957022,0.18431291
0.010674529,0.9836682,0.0010537143,0.000584833,0.0040187477
0.46941978,0.00036709555,0.0017619706,0.5246526,0.00379858
0.03093441,0.0013289518,0.00089769275,0.96658605,0.0002530071
0.0025789156,0.00093632005,0.0004907794,0.9953562,0.0006377882
0.0032704603,0.0010654628,0.0006073414,0.9930471,0.002009635
0.009446398,0.0023925588,0.00062897307,0.986076,0.0014560972
0.008316085,0.0023773743,0.0030546833,0.98147035,0.0047815097
0.13937555,0.03392146,0.002500874,0.797601,0.026601264
0.0033165368,0.0012737134,0.00025235725,0.99486613,0.000291337
0.0009881645,0.99641055,0.0012447647,0.0003391617,0.0010174171
0.003627339,0.99310327,0.0011609439,0.00016687071,0.0019415733
0.0011108845,0.99615395,0.00086588674,0.0013414132,0.0005278118
0.023076456,0.005767965,0.006696118,0.9346763,0.029783161
0.0100952005,0.014068953,0.00064893777,0.9727557,0.0024313238
0.027413724,0.0039591133,0.00096304924,0.9659085,0.0017556461
0.11404538,0.003368151,0.0007079708,0.8808974,0.0009811458
0.0017769606,0.0030705454,6.0748156e-05,0.9944279,0.0006638931
0.016696736,0.03278496,0.010316638,0.93683004,0.0033716531
0.0033547394,0.00047090647,0.000966976,0.99377745,0.0014299183
0.010273019,0.0013876553,0.0019239647,0.9843339,0.0020815644
0.0038133822,0.014041797,0.00087030255,0.9740268,0.0072476626
0.0028577475,0.003099152,0.0005518112,0.9923615,0.0011298327
0.010844176,0.01349363,0.004909478,0.9642494,0.006503335
0.019547975,0.9749861,0.0024196475,0.000818506,0.0022277415
0.0028488953,0.0015065668,0.0007407402,0.994552,0.0003518188
0.0046037203,0.0021391185,0.0026667654,0.98893857,0.001651941
0.06985904,0.064106844,0.0064567323,0.83671916,0.022858262
0.011300128,0.021428542,0.0019579777,0.96201,0.0033032938
0.017617509,0.0130272135,0.0018735577,0.9569448,0.01053692
0.18460724,0.02843974,0.009229405,0.7619857,0.015737904
0.058710866,0.014171312,0.016638929,0.8605,0.049978945
0.032128,0.32321638,0.0019721782,0.6390377,0.003645772
0.0186426,0.00068170787,0.00071974215,0.97764695,0.0023090888
0.0062395874,0.0062852493,0.002062631,0.98526984,0.00014271736
0.011817018,0.005728424,0.0028365576,0.9748539,0.0047641927
0.006054353,0.007406834,0.0006540793,0.98091173,0.004972929
0.004574272,0.2026775,0.0074863937,0.7839885,0.0012733334
0.01213256,0.00027092805,0.0012179106,0.96403503,0.022343583
0.002039629,0.0004385891,0.0012512715,0.98774993,0.008520593
0.01585661,0.0022859476,0.0038024795,0.96480316,0.013251845
0.046144318,0.022934869,0.0021241296,0.924963,0.00383365
0.015834484,0.0009950649,0.0013019955,0.9793889,0.0024795712
0.008827627,5.413476e-05,0.0022309837,0.9875854,0.0013019323
0.009114761,0.011086256,0.002626464,0.97413146,0.00304103
0.00049664173,0.0032069194,0.00043212384,0.9946985,0.0011658317
0.16617936,0.795329,0.005805894,0.0008796448,0.03180617
